# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
1

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,WXTUCPDOAP,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,129,17
# x,y,z,u,w
-1.294861344591347052e-02, -2.339469548164342938e-01, -9.721631322684201049e-01, 8.628663616482455667e-02
4.578073401914034384e-04, -6.265197579066645872e-01, -7.794054037309553484e-01, 8.756727033580616326e-02
2.291740774748740606e-02, -8.699567202889096906e-01, -4.925952671781361203e-01, 9.288800874232831795e-02
6.362126580504016971e-02, -9.838775504499818192e-01, -1.671445489925050543e-01, 1.002660833822890396e-01
1.131301770163303799e-01, -9.795442616086135201e-01, 1.664169540578416817e-01, 1.007362769820484560e-01
1.759723060821531404e-01, -8.565787557577587696e-01, 4.850840985608773082e-01, 9.435072873079114464e-02
2.412192738345151910e-01, -6.079601988104511578e-01, 7.564374783107363776e-01, 9.023457828275321946e-02
2.839471550369583874e-01, -2.243004558109354674e-01, 9.322356561886185888e-01, 9.001147535004877520e-02
2.839471550369583874e-01, 2.243004558109353563e-01, 9.322356561886184778e-01, 9.001146908372550937e-02
2.412192738345151632e-01, 6.079601988104512689e-01, 7.564374783107361555e-01, 9.023457789617379821e-02
1.759723060821532792e-01, 8.565787557577583256e-01, 4.850840985608779188e-01, 9.435071644748807551e-02
1.131301770163303105e-01, 9.795442616086136312e-01, 1.664169540578412931e-01, 1.007362246627032942e-01
6.169465391864314974e-02, 9.842772058339733787e-01, -1.655057453792003475e-01, 9.686444662124824023e-02
2.423748456329783557e-02, 8.702906700759917014e-01, -4.919417586673501819e-01, 9.017544900540282182e-02
6.874936372459105986e-03, 6.261124753137319310e-01, -7.797024454921157588e-01, 8.602499133390791031e-02
-4.385915996583544633e-03, 2.349647390773866029e-01, -9.719939995345479034e-01, 8.521647736958265495e-02
-4.385915996583548970e-03, -2.349647390773866307e-01, -9.719939995345479034e-01, 8.521647748420921320e-02
6.874936372459727017e-03, -6.261124753137318200e-01, -7.797024454921159808e-01, 8.602499918592798611e-02
2.423748456329758924e-02, -8.702906700759917014e-01, -4.919417586673501819e-01, 9.017544999177817822e-02
6.169465391864414894e-02, -9.842772058339733787e-01, -1.655057453792003752e-01, 9.686446116206259838e-02
1.093370614203816732e-01, -9.802442739867935906e-01, 1.648228452492543905e-01, 9.728577125875942366e-02
1.714285886078285581e-01, -8.576954696805761946e-01, 4.847377850934910803e-01, 9.152059971592350907e-02
2.357610441618046004e-01, -6.086548066488319808e-01, 7.575988756584901562e-01, 8.852376066162770396e-02
2.778205990823911509e-01, -2.258779646831769183e-01, 9.336995554224531979e-01, 8.872366994554756192e-02
2.778205990823912064e-01, 2.258779646831768628e-01, 9.336995554224531979e-01, 8.872366894805099047e-02
2.357610441618047670e-01, 6.086548066488320918e-01, 7.575988756584900452e-01, 8.852374306114713098e-02
1.714285886078286969e-01, 8.576954696805757505e-01, 4.847377850934917465e-01, 9.152059866869634297e-02
1.093370614203824642e-01, 9.802442739867935906e-01, 1.648228452492539742e-01, 9.728575189341090446e-02
5.883075324560662483e-02, 9.846267653892624150e-01, -1.644660309961689937e-01, 9.389300650259153891e-02
3.082178516725663647e-02, 8.699483205334528346e-01, -4.921787654502461917e-01, 8.778213211318484921e-02
1.964211185570821638e-02, 6.247999710728586731e-01, -7.805377528276278287e-01, 8.449871832643310321e-02
2.126097346172180214e-02, 2.352718402478440052e-01, -9.716970372466168238e-01, 8.406534366389044333e-02
2.126097346172179520e-02, -2.352718402478445880e-01, -9.716970372466166017e-01, 8.406534522457598246e-02
1.964211185570819210e-02, -6.247999710728583400e-01, -7.805377528276280508e-01, 8.449876174143655660e-02
3.082178516725687586e-02, -8.699483205334527236e-01, -4.921787654502463583e-01, 8.778219027794416374e-02
5.883075324560570196e-02, -9.846267653892627481e-01, -1.644660309961684941e-01, 9.389301149074169572e-02
1.017743043967214711e-01, -9.812160603114300494e-01, 1.638811580123832601e-01, 9.421996644086280681e-02
1.601058933924816852e-01, -8.592151525733908723e-01, 4.859170963130233778e-01, 8.887106200161101754e-02
2.200439141500689644e-01, -6.099353542843757303e-01, 7.612880791392377944e-01, 8.657155228766737209e-02
2.594692945758786951e-01, -2.275409376386011706e-01, 9.385631608319400243e-01, 8.701114223025560590e-02
2.594692945758786951e-01, 2.275409376386011151e-01, 9.385631608319400243e-01, 8.701113607541753614e-02
2.200439141500691032e-01, 6.099353542843757303e-01, 7.612880791392375723e-01, 8.657140996066658989e-02
1.601058933924816852e-01, 8.592151525733908723e-01, 4.859170963130233778e-01, 8.887093551305907946e-02
1.017743043967207217e-01, 9.812160603114299384e-01, 1.638811580123837319e-01, 9.421995995315933514e-02
5.493153924974308183e-02, 9.847267727059860754e-01, -1.652141310896467763e-01, 9.153754596146045086e-02
4.251622373234534291e-02, 8.679381093544554782e-01, -4.948492791242141142e-01, 8.582862401711570388e-02
4.587741102796157044e-02, 6.210281729265419992e-01, -7.824444207666717555e-01, 8.291793081041426428e-02
5.641945491843058935e-02, 2.335906095482992995e-01, -9.706967972737733374e-01, 8.275512390690079045e-02
5.641945491843058935e-02, -2.335906095482992995e-01, -9.706967972737733374e-01, 8.275513001244598488e-02
4.587741102796157044e-02, -6.210281729265419992e-01, -7.824444207666717555e-01, 8.291803075236059417e-02
4.251622373234534291e-02, -8.679381093544554782e-01, -4.948492791242141142e-01, 8.582884341482832635e-02
5.493153924974310959e-02, -9.847267727059862974e-01, -1.652141310896468318e-01, 9.153763667802228277e-02
9.066396989026458131e-02, -9.821570218131296937e-01, 1.647653758133084401e-01, 9.173988747372849306e-02
1.421342694674204155e-01, -8.599863019828186683e-01, 4.901238719394098720e-01, 8.654366382969919114e-02
1.938948133122173900e-01, -6.101920757921024396e-01, 7.681604207528173189e-01, 8.431777745219098952e-02
2.284533510309042226e-01, -2.280210326533379517e-01, 9.464752902587874051e-01, 8.478492824688561857e-02
2.284533510309042226e-01, 2.280210326533379517e-01, 9.464752902587874051e-01, 8.478488038810082228e-02
1.938948133122173900e-01, 6.101920757921024396e-01, 7.681604207528173189e-01, 8.431733293480991875e-02
1.421342694674204710e-01, 8.599863019828182242e-01, 4.901238719394104271e-01, 8.654311571862788321e-02
9.066396989026527520e-02, 9.821570218131295826e-01, 1.647653758133079960e-01, 9.173976226160777958e-02
5.023420486537884255e-02, 9.843240854344373902e-01, -1.690639509037964450e-01, 8.999554082157441848e-02
5.942553160812821811e-02, 8.630581860478122591e-01, -5.015966244792234852e-01, 8.445573964363241315e-02
8.253148916951451308e-02, 6.128575217844484113e-01, -7.858716251956718857e-01, 8.124189928793136561e-02
1.226914850558805115e-01, 2.279359835043260618e-01, -9.659151033702176870e-01, 8.125760657786769425e-02
1.226914850558805115e-01, -2.279359835043260618e-01, -9.659151033702176870e-01, 8.125758652916498237e-02
8.253148916951451308e-02, -6.128575217844484113e-01, -7.858716251956718857e-01, 8.124188453639941132e-02
5.942553160812840546e-02, -8.630581860478122591e-01, -5.015966244792234852e-01, 8.445590002634595361e-02
5.023420486537977930e-02, -9.843240854344373902e-01, -1.690639509037964450e-01, 8.999567196290356175e-02
7.588479280518352355e-02, -9.827283694608803799e-01, 1.687792939838111683e-01, 9.006066201658793902e-02
1.170624987148960322e-01, -8.586812286448420872e-01, 4.989618411939026332e-01, 8.470586649950154201e-02
1.567051923497427834e-01, -6.074823798241841821e-01, 7.787224414987511389e-01, 8.174690414418911422e-02
1.840722976099240515e-01, -2.258166858571621083e-01, 9.566212487923793084e-01, 8.201114817591186046e-02
1.840722976099240515e-01, 2.258166858571621083e-01, 9.566212487923793084e-01, 8.201105157393803746e-02
1.567051923497427834e-01, 6.074823798241841821e-01, 7.787224414987511389e-01, 8.174629372801213434e-02
1.170624987148951163e-01, 8.586812286448421982e-01, 4.989618411939027443e-01, 8.470509318094876505e-02
7.588479280518305170e-02, 9.827283694608804909e-01, 1.687792939838111961e-01, 9.006043483917564041e-02
4.987721593615714738e-02, 9.828902018651758388e-01, -1.773107848042297929e-01, 4.081247037553357992e-02
6.572354875545205477e-02, 8.548790818193566787e-01, -5.146476178966373771e-01, 3.827465129737248062e-02
9.619339612837718434e-02, 6.000671501676693165e-01, -7.941449778415404781e-01, 3.655277436538603708e-02
1.460938103661046650e-01, 2.184657125168649183e-01, -9.648467914789431443e-01, 3.660576268479259765e-02
1.460938103661046650e-01, -2.184657125168649183e-01, -9.648467914789431443e-01, 3.660575175414097077e-02
9.619339612837718434e-02, -6.000671501676693165e-01, -7.941449778415404781e-01, 3.655273853213069496e-02
6.572354875545205477e-02, -8.548790818193567898e-01, -5.146476178966373771e-01, 3.827465351082090517e-02
4.987721593615715432e-02, -9.828902018651758388e-01, -1.773107848042295154e-01, 4.081249124219563096e-02
7.512218361886961737e-02, -9.813342957396290478e-01, 1.770301034670069829e-01, 4.083080787262199918e-02
1.171610814768590247e-01, -8.508310723607827031e-01, 5.122106669062771456e-01, 3.834763254470266447e-02
1.570243982020946005e-01, -5.953841484448019195e-01, 7.879473676267519933e-01, 3.670203422685069938e-02
1.842667762168730683e-01, -2.170535880795826655e-01, 9.586101893284985076e-01, 3.683146457980703004e-02
1.842667762168730683e-01, 2.170535880795826655e-01, 9.586101893284985076e-01, 3.683143895071261387e-02
1.570243982020946560e-01, 5.953841484448013643e-01, 7.879473676267526594e-01, 3.670188469697591160e-02
1.171610814768569986e-01, 8.508310723607831472e-01, 5.122106669062770345e-01, 3.834745637894970693e-02
7.512218361886961737e-02, 9.813342957396288257e-01, 1.770301034670072882e-01, 4.083075817879159436e-02
5.301192191013382599e-02, 9.818713058256693937e-01, -1.819848206076233599e-01, 4.519786137689611738e-02
5.923632440344381300e-02, 8.507106192431251879e-01, -5.222858414490562096e-01, 4.235985284568009185e-02
8.358239434194837669e-02, 5.938110414103012769e-01, -8.002514795083358612e-01, 4.025304901816456615e-02
1.283616122699309803e-01, 2.139386691201541069e-01, -9.683767564076292134e-01, 4.034169535646037197e-02
1.283616122699309803e-01, -2.139386691201541069e-01, -9.683767564076292134e-01, 4.034168883581756848e-02
8.358239434194837669e-02, -5.938110414103012769e-01, -8.002514795083358612e-01, 4.025305014144400090e-02
5.923632440344381300e-02, -8.507106192431250768e-01, -5.222858414490559875e-01, 4.235994697134180115e-02
5.301192191013280597e-02, -9.818713058256693937e-01, -1.819848206076230823e-01, 4.519793135862673616e-02
8.799517670292639204e-02, -9.794380848705049880e-01, 1.815430714244373467e-01, 4.525697118524402845e-02
1.413913741334396901e-01, -8.436100031975316549e-01, 5.180064109890130108e-01, 4.258771759918786315e-02
1.922656710599162933e-01, -5.846685178944152073e-01, 7.881602856748287644e-01, 4.071325242797443900e-02
2.252947140612180932e-01, -2.101123928865590851e-01, 9.513648480848754252e-01, 4.103135102865423933e-02
2.252947140612180932e-01, 2.101123928865590851e-01, 9.513648480848754252e-01, 4.103130661038680016e-02
1.922656710599164875e-01, 5.846685178944137640e-01, 7.881602856748300967e-01, 4.071292736332307594e-02
1.413913741334438534e-01, 8.436100031975317659e-01, 5.180064109890116786e-01, 4.258731158891625179e-02
8.799517670292641980e-02, 9.794380848705049880e-01, 1.815430714244376242e-01, 4.525685724779697494e-02
5.524737046074678498e-02, 9.808502013917315132e-01, -1.867635148710065918e-01, 4.869797438910283827e-02
5.424234728331650546e-02, 8.460778715869837763e-01, -5.302923749895293026e-01, 4.565668802558744965e-02
7.407863883149538864e-02, 5.866530914256741225e-01, -8.064431198724262284e-01, 4.324270157230037520e-02
1.149903696693794358e-01, 2.090106805461571515e-01, -9.711291110356705669e-01, 4.340830192727283821e-02
1.149903696693794358e-01, -2.090106805461571515e-01, -9.711291110356705669e-01, 4.340829898562149902e-02
7.407863883149538864e-02, -5.866530914256741225e-01, -8.064431198724262284e-01, 4.324273736266304180e-02
5.424234728331649852e-02, -8.460778715869836653e-01, -5.302923749895290806e-01, 4.565686359835285923e-02
5.524737046074686131e-02, -9.808502013917315132e-01, -1.867635148710065918e-01, 4.869808206895498426e-02
9.792677333584808019e-02, -9.776248557257785077e-01, 1.861719327159179205e-01, 4.879909290769338104e-02
1.596554266731437244e-01, -8.363670194588272988e-01, 5.244047611295817868e-01, 4.603801670387966394e-02
2.178802982134158961e-01, -5.738619963010765934e-01, 7.894368783200947925e-01, 4.400341188179328344e-02
2.542302192816870421e-01, -2.033210124465419100e-01, 9.455303070244224228e-01, 4.453826845047188093e-02
2.542302192816870421e-01, 2.033210124465419100e-01, 9.455303070244224228e-01, 4.453821130587634625e-02
2.178802982134158961e-01, 5.738619963010765934e-01, 7.894368783200947925e-01, 4.400293430165921893e-02
1.596554266731438076e-01, 8.363670194588272988e-01, 5.244047611295821198e-01, 4.603741285308893261e-02
9.792677333584810795e-02, 9.776248557257785077e-01, 1.861719327159179482e-01, 4.879893021115423724e-02
5.690740235830117622e-02, 9.798089277538712949e-01, -1.916664098130903549e-01, 5.130954606182367567e-02
5.024843832746685168e-02, 8.410080586189649932e-01, -5.386840816133426912e-01, 4.816712613577971147e-02
6.664652303740978279e-02, 5.787076086508473605e-01, -8.128073232055932351e-01, 4.554068319688112099e-02
1.045151494355090055e-01, 2.037815361909311729e-01, -9.734216296375057809e-01, 4.582471670119457607e-02
1.045151494355090055e-01, -2.037815361909311729e-01, -9.734216296375057809e-01, 4.582471672217332259e-02
6.664652303740978279e-02, -5.787076086508473605e-01, -8.128073232055932351e-01, 4.554075106422540709e-02
5.024843832746661576e-02, -8.410080586189649932e-01, -5.386840816133425802e-01, 4.816737398579389040e-02
5.690740235830205745e-02, -9.798089277538711839e-01, -1.916664098130902993e-01, 5.130968338431826647e-02
1.059057456198198438e-01, -9.758727765616234118e-01, 1.909353215374722523e-01, 5.145091869502350923e-02
1.739705034019241037e-01, -8.290766266049781619e-01, 5.313814177814188966e-01, 4.869170347572067403e-02
2.371702382626782735e-01, -5.629885987951147586e-01, 7.917033003020370607e-01, 4.657491121367679510e-02
2.752728465832026683e-01, -1.966952892227844252e-01, 9.410291297996815629e-01, 4.734752175517897149e-02
2.752728465832026683e-01, 1.966952892227844252e-01, 9.410291297996815629e-01, 4.734745675333243420e-02
2.371702382626782735e-01, 5.629885987951147586e-01, 7.917033003020370607e-01, 4.657430691506214693e-02
1.739705034019241314e-01, 8.290766266049778288e-01, 5.313814177814190076e-01, 4.869093102980658061e-02
1.059057456198206210e-01, 9.758727765616233008e-01, 1.909353215374722523e-01, 5.145071825156421336e-02
5.818980549184001039e-02, 9.787337063935650505e-01, -1.967086131971263474e-01, 5.304999606774169624e-02
4.696721396192055087e-02, 8.355117306354631346e-01, -5.474616231145231771e-01, 4.990908582847349007e-02
6.067058767955387649e-02, 5.700517580929806982e-01, -8.193656527373596177e-01, 4.717519958067561275e-02
9.605251698399575044e-02, 1.983221560846836762e-01, -9.754190055493903166e-01, 4.761658738001709607e-02
9.605251698399575044e-02, -1.983221560846837317e-01, -9.754190055493904277e-01, 4.761658985572259778e-02
6.067058767955386261e-02, -5.700517580929805872e-01, -8.193656527373595067e-01, 4.717529637575193502e-02
4.696721396192055087e-02, -8.355117306354631346e-01, -5.474616231145231771e-01, 4.990939680467641748e-02
5.818980549183858098e-02, -9.787337063935651615e-01, -1.967086131971257923e-01, 5.305015664264432773e-02
1.125192871367764746e-01, -9.741578728953870225e-01, 1.958464926879378565e-01, 5.322798999279880483e-02
1.855131044762260706e-01, -8.216899247247602123e-01, 5.388975372679029041e-01, 5.056139280937713143e-02
2.520396642622845795e-01, -5.520193966722816148e-01, 7.948273984558690275e-01, 4.844695772237574138e-02
2.908348115168223336e-01, -1.902224074545362520e-01, 9.376729430415354782e-01, 4.947269320816323479e-02
2.908348115168223336e-01, 1.902224074545362520e-01, 9.376729430415354782e-01, 4.947262439177443211e-02
2.520396642622845795e-01, 5.520193966722816148e-01, 7.948273984558690275e-01, 4.844625488174768291e-02
1.855131044762216852e-01, 8.216899247247608784e-01, 5.388975372679033482e-01, 5.056048096002514758e-02
1.125192871367765718e-01, 9.741578728953870225e-01, 1.958464926879384671e-01, 5.322776060154449373e-02
5.922621636353741365e-02, 9.776137326206928435e-01, -2.019000868912540769e-01, 5.395470775263506991e-02
4.422552263203734929e-02, 8.295938790251664585e-01, -5.566130604216008582e-01, 5.091411270200286998e-02
5.576618911083199015e-02, 5.607515487180767533e-01, -8.261040084410274931e-01, 4.818177204372553479e-02
8.903724015533623359e-02, 1.926933644775180310e-01, -9.772111527975188006e-01, 4.881441759683452508e-02
8.903724015533623359e-02, -1.926933644775180310e-01, -9.772111527975188006e-01, 4.881442206677093221e-02
5.576618911083199015e-02, -5.607515487180767533e-01, -8.261040084410274931e-01, 4.818189390463035321e-02
4.422552263203734929e-02, -8.295938790251664585e-01, -5.566130604216008582e-01, 5.091447691661558916e-02
5.922621636353741365e-02, -9.776137326206928435e-01, -2.019000868912540769e-01, 5.395488591884443907e-02
1.181354289862224238e-01, -9.724596261557492127e-01, 2.009136528841723168e-01, 5.416449434609912905e-02
1.950024353406512312e-01, -8.141636589925662637e-01, 5.469109494122889048e-01, 5.167534581222152368e-02
2.636409152428857428e-01, -5.409313140678980725e-01, 7.986781462333063519e-01, 4.965019192446286367e-02
3.023750461665770661e-01, -1.838943467923052355e-01, 9.352818830029756558e-01, 5.093860837288380350e-02
3.023750461665770661e-01, 1.838943467923052355e-01, 9.352818830029756558e-01, 5.093853915763489615e-02
2.636409152428861313e-01, 5.409313140678956300e-01, 7.986781462333079062e-01, 4.964942069051381940e-02
1.950024353406553390e-01, 8.141636589925668188e-01, 5.469109494122869064e-01, 5.167432526200253090e-02
1.181354289862224238e-01, 9.724596261557492127e-01, 2.009136528841723168e-01, 5.416424383459138292e-02
6.011244430892295765e-02, 9.764405791572751125e-01, -2.072445160051570867e-01, 5.407432030935779843e-02
4.191957095698205238e-02, 8.232604537049353910e-01, -5.661139239908574705e-01, 5.122512909757817590e-02
5.168505679549150605e-02, 5.508755831211159526e-01, -8.329854421447095980e-01, 4.860153738715088101e-02
8.308952869421207255e-02, 1.869548464608600247e-01, -9.788483108256202936e-01, 4.945229556339451882e-02
8.308952869421207255e-02, -1.869548464608600247e-01, -9.788483108256202936e-01, 4.945230157756243250e-02
5.168505679549150605e-02, -5.508755831211159526e-01, -8.329854421447095980e-01, 4.860167964657631512e-02
4.191957095698205238e-02, -8.232604537049353910e-01, -5.661139239908574705e-01, 5.122553545641143902e-02
6.011244430892295765e-02, -9.764405791572751125e-01, -2.072445160051570867e-01, 5.407451058227977225e-02
1.229931799964382733e-01, -9.707622444448346100e-01, 2.061391336810919073e-01, 5.431033215580180484e-02
2.028887134527487535e-01, -8.064693378802784141e-01, 5.553767883270183114e-01, 5.207447810685262440e-02
2.726907521241163090e-01, -5.297248070558260302e-01, 8.031384578611906466e-01, 5.022330829118739487e-02
3.108062378392855152e-01, -1.777166445661721716e-01, 9.337110242276945860e-01, 5.177743406623927513e-02
3.108062378392855152e-01, 1.777166445661721716e-01, 9.337110242276945860e-01, 5.177736733232031485e-02
2.726907521241163090e-01, 5.297248070558260302e-01, 8.031384578611906466e-01, 5.022250015345623014e-02
2.028887134527487535e-01, 8.064693378802784141e-01, 5.553767883270183114e-01, 5.207338188627740755e-02
1.229931799964382733e-01, 9.707622444448346100e-01, 2.061391336810919073e-01, 5.431006810079617303e-02
6.092547425707678377e-02, 9.752080667184962470e-01, -2.127376628472803510e-01, 5.347202754685798781e-02
3.999177070253574079e-02, 8.165233975916179610e-01, -5.759255155499853895e-01, 5.089422512075036931e-02
4.826489710724034959e-02, 5.405040672993371986e-01, -8.399558636857660243e-01, 4.847967337191513848e-02
7.794306411328016937e-02, 1.811700900705598416e-01, -9.803582392270993040e-01, 4.956680598523435788e-02
7.794306411328015549e-02, -1.811700900705598416e-01, -9.803582392270991930e-01, 4.956681308280929538e-02
4.826489710724034266e-02, -5.405040672993370876e-01, -8.399558636857660243e-01, 4.847983051875838501e-02
3.999177070253574079e-02, -8.165233975916179610e-01, -5.759255155499853895e-01, 5.089466105289174036e-02
6.092547425707686704e-02, -9.752080667184962470e-01, -2.127376628472803510e-01, 5.347222428740391886e-02
1.272502239483990494e-01, -9.690549932507259712e-01, 2.115178492726274007e-01, 5.372828389910183633e-02
2.094517834837517634e-01, -7.985972059855502847e-01, 5.642450292094279840e-01, 5.180974408746966825e-02
2.796354145474315156e-01, -5.184299757414334575e-01, 8.081054356849871612e-01, 5.021059472980465843e-02
3.167061690179694411e-01, -1.717103341911309644e-01, 9.328519516182252058e-01, 5.202618226561182835e-02
3.167061690179694411e-01, 1.717103341911309644e-01, 9.328519516182252058e-01, 5.202612038550548379e-02
2.796354145474315156e-01, 5.184299757414334575e-01, 8.081054356849871612e-01, 5.020978161205454093e-02
2.094517834837517634e-01, 7.985972059855502847e-01, 5.642450292094279840e-01, 5.180860778529206012e-02
1.272502239483990494e-01, 9.690549932507259712e-01, 2.115178492726274007e-01, 5.372801404167849848e-02
6.173414000956433528e-02, 9.739125117769728002e-01, -2.183650964818951989e-01, 5.222088212885407643e-02
3.841872280180631816e-02, 8.094054961328849274e-01, -5.859921028206409588e-01, 4.998048240841669598e-02
4.540119452231269198e-02, 5.297359037973523588e-01, -8.469466357238508714e-01, 4.786390861901199112e-02
7.340352419500846548e-02, 1.754095046926330281e-01, -9.817552792316617261e-01, 4.919603963696578264e-02
7.340352419500846548e-02, -1.754095046926330281e-01, -9.817552792316617261e-01, 4.919604733757192150e-02
4.540119452231269198e-02, -5.297359037973523588e-01, -8.469466357238508714e-01, 4.786407432703471132e-02
3.841872280180591570e-02, -8.094054961328849274e-01, -5.859921028206409588e-01, 4.998093377962906092e-02
6.173414000956427283e-02, -9.739125117769728002e-01, -2.183650964818951712e-01, 5.222107936749508655e-02
1.310093468532863292e-01, -9.673325781340972318e-01, 2.170350992754765951e-01, 5.249122949916221192e-02
2.148548241268577463e-01, -7.905595467876379567e-01, 5.734570668605815102e-01, 5.093972120373346790e-02
2.847405387929822784e-01, -5.071098125197474049e-01, 8.134878386393178396e-01, 4.965994552213444380e-02
3.204322574263308021e-01, -1.659121732743886191e-01, 9.326287145268662426e-01, 5.172490401563747953e-02
3.204322574263308021e-01, 1.659121732743886191e-01, 9.326287145268662426e-01, 5.172484884713085540e-02
2.847405387929822784e-01, 5.071098125197474049e-01, 8.134878386393178396e-01, 4.965915860215977529e-02
2.148548241268577463e-01, 7.905595467876379567e-01, 5.734570668605815102e-01, 5.093858264580923556e-02
1.310093468532863292e-01, 9.673325781340973428e-01, 2.170350992754765951e-01, 5.249096194274410765e-02
6.260681859715881703e-02, 9.725533117959198615e-01, -2.240991788916923411e-01, 5.040110606545779998e-02
3.720553049877894924e-02, 8.019456653751079189e-01, -5.962372835427014461e-01, 4.854783277445402778e-02
6.562142793369853122e-02, 5.179382548008443221e-01, -8.528972930017998388e-01, 4.680310546602078903e-02
6.932331458884755104e-02, 1.697525990255928097e-01, -9.830454380029806094e-01, 4.837866174574025069e-02
6.932331458884755104e-02, -1.697525990255928097e-01, -9.830454380029806094e-01, 4.837866955298428251e-02
6.562142793369871163e-02, -5.179382548008443221e-01, -8.528972930017998388e-01, 4.680327271401746314e-02
3.720553049877933088e-02, -8.019456653751079189e-01, -5.962372835427015572e-01, 4.854828400937728772e-02
6.260681859715881703e-02, -9.725533117959198615e-01, -2.240991788916922578e-01, 5.040129746377508546e-02
1.343333647591359870e-01, -9.655958998370086643e-01, 2.226636596538522361e-01, 5.067939876970156687e-02
2.191736498620928952e-01, -7.823947731640945591e-01, 5.829419612033720499e-01, 4.952831958972651188e-02
2.881406448579242330e-01, -4.958631997919936696e-01, 8.192036717891986175e-01, 4.862115211246642588e-02
3.221843395384009767e-01, -1.603746431792159033e-01, 9.329936897864548051e-01, 5.091525186452122709e-02
3.221843395384009767e-01, 1.603746431792159033e-01, 9.329936897864548051e-01, 5.091520472870058461e-02
2.881406448579244550e-01, 4.958631997919936141e-01, 8.192036717891985065e-01, 4.862042040068143001e-02
2.191736498620923956e-01, 7.823947731640946701e-01, 5.829419612033720499e-01, 4.952721793462092070e-02
1.343333647591359870e-01, 9.655958998370086643e-01, 2.226636596538522361e-01, 5.067914198513146645e-02
6.361796524063713376e-02, 9.711338506823344874e-01, -2.298951903749669734e-01, 4.809740956188904293e-02
3.638421393797894310e-02, 7.942049883444720626e-01, -6.065596635656482771e-01, 4.666296026777402850e-02
6.282373143861018361e-02, 5.068468671957867544e-01, -8.597438176468301663e-01, 4.534591789250044108e-02
6.558526828774331741e-02, 1.642895695522953448e-01, -9.842293990325355901e-01, 4.715302052617624529e-02
6.558526828774333128e-02, -1.642895695522954003e-01, -9.842293990325355901e-01, 4.715302794428990335e-02
6.282373143861036402e-02, -5.068468671957868654e-01, -8.597438176468300552e-01, 4.534607920803540582e-02
3.638421393797890840e-02, -7.942049883444718406e-01, -6.065596635656484992e-01, 4.666339473339289196e-02
6.361796524063713376e-02, -9.711338506823344874e-01, -2.298951903749669734e-01, 4.809758852339003632e-02
1.372533484968796180e-01, -9.638533052134699020e-01, 2.283600760979554167e-01, 4.837764416291356895e-02
2.224114291115582565e-01, -7.741727971588793222e-01, 5.926125516218424538e-01, 4.764258798813100770e-02
2.898646776660372959e-01, -4.848283405432844972e-01, 8.251787375154605586e-01, 4.714438430007029252e-02
3.220370287765870754e-01, -1.551661015082846373e-01, 9.339248540645378460e-01, 4.963925815588245138e-02
3.220370287765870754e-01, 1.551661015082848039e-01, 9.339248540645378460e-01, 4.963921981437462161e-02
2.898646776660369628e-01, 4.848283405432842197e-01, 8.251787375154608917e-01, 4.714373303940185694e-02
2.224114291115582565e-01, 7.741727971588795443e-01, 5.926125516218423428e-01, 4.764156217853074415e-02
1.372533484968796180e-01, 9.638533052134699020e-01, 2.283600760979554167e-01, 4.837740678781154990e-02
6.485467310696760301e-02, 9.696626956039123835e-01, -2.356865039206584300e-01, 4.539632149621173479e-02
3.601530901314436289e-02, 7.862735894833789985e-01, -6.168279662901241522e-01, 4.439325982587240260e-02
6.027939233461106910e-02, 4.958285497099340078e-01, -8.663258302465151051e-01, 4.353953274945697449e-02
6.209137277016624212e-02, 1.591224066007101978e-01, -9.853043799482039677e-01, 4.555628628904187516e-02
6.209137277016622131e-02, -1.591224066007102256e-01, -9.853043799482037457e-01, 4.555629285364557607e-02
6.027939233461106910e-02, -4.958285497099340078e-01, -8.663258302465151051e-01, 4.353968061128709460e-02
3.601530901314541760e-02, -7.862735894833787764e-01, -6.168279662901242633e-01, 4.439366054708393516e-02
6.485467310696760301e-02, -9.696626956039123835e-01, -2.356865039206584300e-01, 4.539648145710491189e-02
1.397725914563504868e-01, -9.621223903099509478e-01, 2.340600964321826460e-01, 4.567273330272059867e-02
2.245034335853168805e-01, -7.660018029814973373e-01, 6.023615576524605775e-01, 4.535060986530906058e-02
2.898452001274189893e-01, -4.741866417289338775e-01, 8.313463711167158321e-01, 4.527882497003868356e-02
3.199514894784350472e-01, -1.503711280416652751e-01, 9.354248062949837017e-01, 4.793825537615332977e-02
3.199514894784351027e-01, 1.503711280416652474e-01, 9.354248062949837017e-01, 4.793822601803592043e-02
2.898452001274189893e-01, 4.741866417289337110e-01, 8.313463711167159431e-01, 4.527827395196436927e-02
