Alpha,Cl,Cd,Cm
-20.0,-0.3825054606565086,0.21208839371042287,-0.027637149526273816
-19.0,-0.3477087059754529,0.20294173751827507,-0.03164651467813608
-18.0,-0.32469323716299886,0.19055612809871816,-0.036917549625513336
-17.0,-0.8288575337411361,0.06950062055730917,-0.09855308630796017
-16.0,-0.9183444467689335,0.049889320367041905,-0.10538102772709028
-15.0,-0.9463470405579348,0.041300821950416775,-0.10266360642836632
-14.0,-0.8950676951142109,0.03351567094095072,-0.10872214605915534
-13.0,-0.7982492162602184,0.02904928576805415,-0.11235596659255205
-12.0,-0.689561645239855,0.024904384553900448,-0.11606337961009812
-11.0,-0.5637868227169701,0.0217975110406659,-0.12122239915099588
-10.0,-0.44654388582044996,0.019321948615846372,-0.12371722938409507
-9.0,-0.3440267570750034,0.017471993506280013,-0.12233236421367065
-8.0,-0.24311839117421336,0.015882313530092305,-0.12033264080906786
-7.0,-0.1414412328281782,0.014453790911242034,-0.11833029053081266
-6.0,-0.03656655893382094,0.013537359340462749,-0.11660259231907161
-5.0,0.06865377523941245,0.012783424975809494,-0.11495525028136824
-4.0,0.1752048119339894,0.01219005411889125,-0.11357040529258176
-3.0,0.2828557643008964,0.011780195425759216,-0.11247814358732218
-2.0,0.38845616992085635,0.011452009318852435,-0.1110337088482157
-1.0,0.49292099114240323,0.011132951658634826,-0.10941748405155825
0.0,0.5919570819096582,0.010961131834859424,-0.10652183036023317
1.0,0.6842826363191454,0.010886528788986025,-0.10167835503370135
2.0,0.8087943622214017,0.01148287809048698,-0.1037578713164872
3.0,0.9129876678874145,0.012385338311930743,-0.10294924237314305
4.0,0.990641980298331,0.013048987379389837,-0.0962782645874702
5.0,1.066501264627264,0.014043210760472413,-0.0896463662906809
6.0,1.143044633101847,0.015333578704465022,-0.08378700991699461
7.0,1.2163698948929331,0.016981296934118092,-0.0780736526709477
8.0,1.281216489663843,0.01925240353869399,-0.07187386176261915
9.0,1.3456960855593318,0.02185746314428328,-0.06653075489821215
10.0,1.4043129879769747,0.025081103457376207,-0.06135014868469327
11.0,1.453181948694703,0.029256833264904823,-0.05617235951930749
12.0,1.5000615664022006,0.03399231362370872,-0.05188741098601394
13.0,1.5383869832168329,0.03982538502893861,-0.04805857758511179
14.0,1.564917700259594,0.047172841344925553,-0.04472481392896416
15.0,1.5896040928482622,0.05513980794850904,-0.04240367029604957
16.0,1.5933443415961812,0.06569723542450927,-0.04063510901145591
17.0,1.6015601571878448,0.07617454779966576,-0.039979550871990004
18.0,1.5956807506541701,0.08861046049222636,-0.040329643071166106
19.0,1.5928820941426276,0.10077346598351823,-0.04158621491156685
20.0,1.5934497108874253,0.1125700352376969,-0.043792948919473836
