Alpha,Cl,Cd,Cm
-20.0,-0.4749367011467336,0.22521465163121965,0.003439344530239253
-19.0,-0.4464774458042018,0.20940326489706326,-0.007766696895445615
-17.0,-0.8491921461706786,0.08069484489020769,-0.07191722846586454
-16.0,-0.9426285462992372,0.05123531314309703,-0.09184585196990794
-15.0,-0.9686133902335613,0.03600026277909289,-0.10047399245372564
-14.0,-0.9490705624598522,0.02930229198020002,-0.09836153910839862
-13.0,-0.860505431528267,0.025717985868713975,-0.09916797818516929
-12.0,-0.7898439817615114,0.022733592825447325,-0.09393651402293457
-11.0,-0.702667342381813,0.020531205064474176,-0.09024998211726962
-10.0,-0.6033444170335969,0.018641458145608424,-0.08863751774912743
-9.0,-0.49705639911741123,0.016934212412311137,-0.0881026834693862
-8.0,-0.3855241176774099,0.015587468735633105,-0.08831191394591126
-7.0,-0.27084865142788994,0.014491873421874794,-0.08899318238159981
-6.0,-0.15418049990848712,0.01352651721781139,-0.08999855634671379
-5.0,-0.036258296965327064,0.012820176074342007,-0.09114358549046515
-4.0,0.08199632035318626,0.012027711163390653,-0.09247420226660243
-3.0,0.20036585272588323,0.011534070570606892,-0.09382869768080755
-2.0,0.3189507459309742,0.011066497131513486,-0.09535384209018172
-1.0,0.4360818408513765,0.010777556188997934,-0.09666096146293161
0.0,0.5511437631447684,0.01037107681357074,-0.09754573004665247
1.0,0.6591890075780695,0.010114626678287258,-0.09639474927004225
2.0,0.7925287610268834,0.010423192397136622,-0.10085123861828267
3.0,0.9011548501978138,0.011113102031807624,-0.10055436781120647
4.0,1.007762723024251,0.011939358606751993,-0.09997179483799158
5.0,1.1101440146390078,0.01288630053699807,-0.09870223688091413
6.0,1.2087707067859785,0.013881570318052523,-0.09679240026721053
7.0,1.2954388729361128,0.015156085027279198,-0.09283258421886134
8.0,1.3654206204223698,0.016776281728904267,-0.08599682693997325
9.0,1.4339930527769056,0.01890095314503149,-0.0800149916183336
10.0,1.4963604847091945,0.021706389423216125,-0.07420549030400526
11.0,1.5543158722423054,0.025131685317322672,-0.0689077360713981
12.0,1.6037835534338785,0.029492926805261326,-0.06383732739497087
13.0,1.6484858724785665,0.03460374866097421,-0.059455202700181425
14.0,1.6695213807365525,0.042302496981435345,-0.05484037325187049
15.0,1.6908060040121424,0.0506227227121074,-0.0516839092285516
16.0,1.695455299307261,0.06120981641871544,-0.04927811743736795
17.0,1.691627324936922,0.07327462602045123,-0.04802616748800429
18.0,1.6768305986867855,0.08712687137725024,-0.048035878654008164
19.0,1.6709929381475932,0.10017993212838924,-0.04922801831988407
20.0,1.6608009356016522,0.11390389970267498,-0.05161810963118519
